nome_clietne;Via;Città;Cap;Provincia;titolare_azienda;recapiti_mail;ANNO;IMPONIBILE
Bony Tekstil Isletmeleri Sanayi ve Ticaret A.S.;Ismet Pasa.Mah.4 SOK.N10-Cerkezkoy.organ. san.bolg;KAPAKLI - TEKIRDAG;59500;;;"bcetinkaya@bonysocks.com; hsensoy@bonysocks.com";2020;17
C&Ld S.R.L.;Via Papa Roncalli, 21/23; Borgo San Giacomo;25022;BS;Denis Este;"info@calzificiocld.it; denis.este@calzificiocld.it";2022;1257,87
C&Ld S.R.L.;Via Papa Roncalli, 21/23; Borgo San Giacomo;25022;BS;Denis Este;"info@calzificiocld.it; denis.este@calzificiocld.it";2023;-188,35
CAGE s.a.s. di De Biase Alessia & C.;CONTRADA TORRE - ZONA INDUSTRIALE;LATRONICO;85043;PZ;DE BIASE EGIDIO;cagecalze@tiscali.it;2020;788,74
CAGE s.a.s. di De Biase Alessia & C.;CONTRADA TORRE - ZONA INDUSTRIALE;LATRONICO;85043;PZ;DE BIASE EGIDIO;cagecalze@tiscali.it;2021;4184,24
CAGE s.a.s. di De Biase Alessia & C.;CONTRADA TORRE - ZONA INDUSTRIALE;LATRONICO;85043;PZ;DE BIASE EGIDIO;cagecalze@tiscali.it;2022;8663,8
CAGE s.a.s. di De Biase Alessia & C.;CONTRADA TORRE - ZONA INDUSTRIALE;LATRONICO;85043;PZ;DE BIASE EGIDIO;cagecalze@tiscali.it;2023;4683,71
CAGE s.a.s. di De Biase Alessia & C.;CONTRADA TORRE - ZONA INDUSTRIALE;LATRONICO;85043;PZ;DE BIASE EGIDIO;cagecalze@tiscali.it;2024;2756,67
CAGE s.a.s. di De Biase Alessia & C.;CONTRADA TORRE - ZONA INDUSTRIALE;LATRONICO;85043;PZ;DE BIASE EGIDIO;cagecalze@tiscali.it;2025;565,54
CAL. DI PARABIAGO M.RE DE PAOLINI SPA;VIA SANTA MARIA 60;PARABIAGO;20015;MI;MONICA GUERRI-GIOVANNI LEGRENZI;"anna.pisoni@rede.it;marta.redaelli@rede.it";2010;503,47
CAL. DI PARABIAGO M.RE DE PAOLINI SPA;VIA SANTA MARIA 60;PARABIAGO;20015;MI;MONICA GUERRI-GIOVANNI LEGRENZI;"anna.pisoni@rede.it;marta.redaelli@rede.it";2022;14785,83
CAL. DI PARABIAGO M.RE DE PAOLINI SPA;VIA SANTA MARIA 60;PARABIAGO;20015;MI;MONICA GUERRI-GIOVANNI LEGRENZI;"anna.pisoni@rede.it;marta.redaelli@rede.it";2023;42098,52
CALINT S.R.L.;VIA PONTE DEL TREMIO, 12;ANAGNI;3012;FR;SIG. DISEGNI UMBERTO ;"calintroma@live.it; calintsrl@msn.com";2011;0
CALINT S.R.L.;VIA PONTE DEL TREMIO, 12;ANAGNI;3012;FR;SIG. DISEGNI UMBERTO ;"calintroma@live.it; calintsrl@msn.com";2013;295,7
CALZ. DE BERT di Bertoletti Pietro;LEONARDO DA VINCI, 7;BORGO SAN GIACOMO;25022;BS;SIG. BERTOLETTI PIETRO;debert@debert.it;2010;873,27
CALZ. DE BERT di Bertoletti Pietro;LEONARDO DA VINCI, 7;BORGO SAN GIACOMO;25022;BS;SIG. BERTOLETTI PIETRO;debert@debert.it;2011;572,66
CALZ. DE BERT di Bertoletti Pietro;LEONARDO DA VINCI, 7;BORGO SAN GIACOMO;25022;BS;SIG. BERTOLETTI PIETRO;debert@debert.it;2012;738,91
CALZ. DE BERT di Bertoletti Pietro;LEONARDO DA VINCI, 7;BORGO SAN GIACOMO;25022;BS;SIG. BERTOLETTI PIETRO;debert@debert.it;2013;370,6
CALZ. DE BERT di Bertoletti Pietro;LEONARDO DA VINCI, 7;BORGO SAN GIACOMO;25022;BS;SIG. BERTOLETTI PIETRO;debert@debert.it;2014;375,15
CALZE BENEDUCI SRL;VIA MATTEI 15;CASTIGLIONE DELLE STIVIERE;46043;MN;SIG. LUCA BENEDUCI;a.calzificiobeneduci@libero.it;2010;111,8
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2012;459,9
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2013;939,84
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2014;637,44
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2015;289,15
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2016;828,61
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2017;889,81
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2018;703,3
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2019;196,63
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2020;1965,34
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2021;922,09
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2022;1790,37
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2023;5280,53
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2024;2880,18
CALZE HORUS di Paiano Quintino;VIA P.CAPANO, 56;RACALE;73055;LE;QUINTINO;quintinopaiano@gmail.com;2025;3014,07
CALZE LORD di Fortini Vittorino;VIA BEATA CERIOLI 3, FR. VILLACAMPANIA;SONCINO;26029;CR;FORTINI VITTORINO;v.fortini@calzelord.it;2010;207,41
CALZIFICIO ALESSANDRA S.R.L.;VIA AVIS, 8;CASALOLDO;46040;MN;;barbara [barbara@alessandra.it];2010;133
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2015;202,96
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2016;5257,52
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2017;4737,18
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2018;7625,15
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2019;9264,15
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2020;10040,56
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2021;30088,97
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2022;55066,3
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2023;27265,92
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2024;23907,88
CALZIFICIO ANSON SNC di Verardi Vito, Anna e Sonia;VIA PROV.LE RACALE - MELISSANO 133;RACALE;73055;LE;SIG.RA SONIA - GABRIELLA - ILARIA;contabilita@anson.it;2025;9961,4
CALZIFICIO BAGGINI SNC;VIA GIACOMO VERDI 7/9;OGGIONA CON SANTO STEFANO;21040;VA;;info@calzificiobaggini.it;2010;1445,5
CALZIFICIO BAGGINI SNC;VIA GIACOMO VERDI 7/9;OGGIONA CON SANTO STEFANO;21040;VA;;info@calzificiobaggini.it;2024;677,17
CALZIFICIO BAGGINI SNC;VIA GIACOMO VERDI 7/9;OGGIONA CON SANTO STEFANO;21040;VA;;info@calzificiobaggini.it;2025;1496,25
CALZIFICIO BAGNATO SRL;VIA G. MATTEOTTI 61;RACALE;73055;LE;LUIGI E GRAZIANO;"info@bagnatocalze.it;calzificiobagnato@libero.it; calzificiobagnatosrl@pec.it";2013;1462,43
CALZIFICIO BAGNATO SRL;VIA G. MATTEOTTI 61;RACALE;73055;LE;LUIGI E GRAZIANO;"info@bagnatocalze.it;calzificiobagnato@libero.it; calzificiobagnatosrl@pec.it";2014;3270,24
CALZIFICIO BAGNATO SRL;VIA G. MATTEOTTI 61;RACALE;73055;LE;LUIGI E GRAZIANO;"info@bagnatocalze.it;calzificiobagnato@libero.it; calzificiobagnatosrl@pec.it";2020;691,37
CALZIFICIO BAGNATO SRL;VIA G. MATTEOTTI 61;RACALE;73055;LE;LUIGI E GRAZIANO;"info@bagnatocalze.it;calzificiobagnato@libero.it; calzificiobagnatosrl@pec.it";2023;158,85
CALZIFICIO BAGNATO SRL;VIA G. MATTEOTTI 61;RACALE;73055;LE;LUIGI E GRAZIANO;"info@bagnatocalze.it;calzificiobagnato@libero.it; calzificiobagnatosrl@pec.it";2024;6506,46
CALZIFICIO BAGNATO SRL;VIA G. MATTEOTTI 61;RACALE;73055;LE;LUIGI E GRAZIANO;"info@bagnatocalze.it;calzificiobagnato@libero.it; calzificiobagnatosrl@pec.it";2025;3533,07
CALZIFICIO BIASCO SRL;VIA A. MEUCCI 9;GAGLIANO DEL CAPO;73034;LE;MARTINO BIASCO;info@calzificiobiasco.it;2020;1485,42
CALZIFICIO BIASCO SRL;VIA A. MEUCCI 9;GAGLIANO DEL CAPO;73034;LE;MARTINO BIASCO;info@calzificiobiasco.it;2021;1085,08
CALZIFICIO BIASCO SRL;VIA A. MEUCCI 9;GAGLIANO DEL CAPO;73034;LE;MARTINO BIASCO;info@calzificiobiasco.it;2022;906,2
CALZIFICIO BIELLE DI BOLDRINI LUIGI;VIA SAN GIOVANNI 395;MONTICHIARI;25018;BS;SIG. BOLDRINI GUIDO;;2014;533,13
CALZIFICIO BONADEI SRL;VIA I MAGGIO;OSPITALETTO;25035;BS;Sig.ra Paola figlia Sig. Gianfranco;"luca@bonadei.com; info@bonadei.com";2010;16241,85
CALZIFICIO BONADEI SRL;VIA I MAGGIO;OSPITALETTO;25035;BS;Sig.ra Paola figlia Sig. Gianfranco;"luca@bonadei.com; info@bonadei.com";2011;7945,24
CALZIFICIO BOTTICELLI;VIA COLLI 211;COLLI DI SUSO - SEZZE;4010;LT;;calzificiobotticelli@libero.it;2011;1072
CALZIFICIO CENEDESE SAS DI CENEDESE FRANCESCO & C.;VIA SAN DANIELE 61;COLFOSCO DI SUSEGANA;31030;TV;FRANCESCO CENEDESE;calzificiocenedese@gmail.com;2025;1112,38
CALZIFICIO CHIARA SRL;PIAZZA PRIMICERI ZONA A.E.V. 22;RACALE;73055;LE;;"gmcalzificiochiara@tiscali.it;calzificiochiara@gmail.com;";2023;526,13
CALZIFICIO COCCIA ANGELO & C. SNC;VIA BOSCHETTO 10-12;RAPAGNANO;63831;FM;ANDREA;"calzecoccia@libero.it; calzecoccia@gmail.com";2012;226,65
CALZIFICIO COCCIA ANGELO & C. SNC;VIA BOSCHETTO 10-12;RAPAGNANO;63831;FM;ANDREA;"calzecoccia@libero.it; calzecoccia@gmail.com";2021;1304,23
CALZIFICIO COCCIA ANGELO & C. SNC;VIA BOSCHETTO 10-12;RAPAGNANO;63831;FM;ANDREA;"calzecoccia@libero.it; calzecoccia@gmail.com";2023;282,04
CALZIFICIO COCCOLI SRL;VIA G. MAZZINI 77;BOTTICINO SERA ;25082;BS;MONICA COCCOLI MARIELLA;"anna@calzificiococcoli.com;";2019;935,21
CALZIFICIO COCCOLI SRL;VIA G. MAZZINI 77;BOTTICINO SERA ;25082;BS;MONICA COCCOLI MARIELLA;"anna@calzificiococcoli.com;";2020;1567,2
CALZIFICIO DANY SRL;Via Padre G. Piamarta 3/B;Bagnolo Mella;25021;BS;Daniele Gritti;amministrazione@calzificiodany.it;2020;12622,32
CALZIFICIO DANY SRL;Via Padre G. Piamarta 3/B;Bagnolo Mella;25021;BS;Daniele Gritti;amministrazione@calzificiodany.it;2021;11446,46
CALZIFICIO DANY SRL;Via Padre G. Piamarta 3/B;Bagnolo Mella;25021;BS;Daniele Gritti;amministrazione@calzificiodany.it;2022;8657,93
CALZIFICIO DANY SRL;Via Padre G. Piamarta 3/B;Bagnolo Mella;25021;BS;Daniele Gritti;amministrazione@calzificiodany.it;2023;17191,87
CALZIFICIO DANY SRL;Via Padre G. Piamarta 3/B;Bagnolo Mella;25021;BS;Daniele Gritti;amministrazione@calzificiodany.it;2024;7840,73
CALZIFICIO DANY SRL;Via Padre G. Piamarta 3/B;Bagnolo Mella;25021;BS;Daniele Gritti;amministrazione@calzificiodany.it;2025;4749,49
CALZIFICIO DE IACO RITA DI SCOZZI SALVATORE;VIA MONTE CERVINO, 10 Z.I.;MELISSANO;73040;LE;SOCZZI SALVATORE;calzificiodeiaco@hotmail.com;2024;4174,16
CALZIFICIO DE IACO RITA DI SCOZZI SALVATORE;VIA MONTE CERVINO, 10 Z.I.;MELISSANO;73040;LE;SOCZZI SALVATORE;calzificiodeiaco@hotmail.com;2025;2872,42
CALZIFICIO DE PIO di Chiaruttini & C. Snc.;VIA TITO SPERI 29;BOTTICINO SERA;25082;BS;Sig.ra Mary  - Simona;"depio@depio.it;depio@indirizzopec.net";2010;6272,71
CALZIFICIO DE PIO di Chiaruttini & C. Snc.;VIA TITO SPERI 29;BOTTICINO SERA;25082;BS;Sig.ra Mary  - Simona;"depio@depio.it;depio@indirizzopec.net";2011;5560,56
CALZIFICIO DE PIO di Chiaruttini & C. Snc.;VIA TITO SPERI 29;BOTTICINO SERA;25082;BS;Sig.ra Mary  - Simona;"depio@depio.it;depio@indirizzopec.net";2012;2689,36
CALZIFICIO DE PIO di Chiaruttini & C. Snc.;VIA TITO SPERI 29;BOTTICINO SERA;25082;BS;Sig.ra Mary  - Simona;"depio@depio.it;depio@indirizzopec.net";2013;100
CALZIFICIO EIRE SRL;VIA EUROPA UNITA 3;CASALMORO;46040;MN;;ammin@eirecalze.it;2011;135,17
CALZIFICIO EIRE SRL;VIA EUROPA UNITA 3;CASALMORO;46040;MN;;ammin@eirecalze.it;2012;5586,88
CALZIFICIO EIRE SRL;VIA EUROPA UNITA 3;CASALMORO;46040;MN;;ammin@eirecalze.it;2017;1239,45
CALZIFICIO EURO S.R.L.;VIA AVIS, 6;CASALOLDO;46040;MN;SIG.LUCA CERETTI;calzificioeurosrl@libero.it;2025;1917,13
CALZIFICIO FRANZONI G.MAURO & C. SRL Unipersonale;VIA PONTE MUSIA 23/25;REZZATO;25086;BS;Renata Produzione -  Egidia Contab.;egidia@franzoni-calzamoda.com;2010;170,94
CALZIFICIO FRANZONI SRL;VIA CADUTI 23;CASALOLDO;46040;MN;SILVIA;ottolini@franzonicalze.it;2010;1503,97
CALZIFICIO GIANFERRARI SRL;VIA GARZA 18;BORGOSATOLLO;25010;BS;SIG. GIANFERRARI;info@calzificiogianferrari.it;2010;300,67
CALZIFICIO ILARY SRL;VIA DON ZANETTI 12/14;VISANO;25010;BS;GIANNI SILVIA ERICA CRISTINA;amministrazione@ilarygroup.com;2012;946,08
CALZIFICIO ILARY SRL;VIA DON ZANETTI 12/14;VISANO;25010;BS;GIANNI SILVIA ERICA CRISTINA;amministrazione@ilarygroup.com;2022;13832,42
CALZIFICIO ILARY SRL;VIA DON ZANETTI 12/14;VISANO;25010;BS;GIANNI SILVIA ERICA CRISTINA;amministrazione@ilarygroup.com;2023;9265,12
CALZIFICIO ILARY SRL;VIA DON ZANETTI 12/14;VISANO;25010;BS;GIANNI SILVIA ERICA CRISTINA;amministrazione@ilarygroup.com;2024;6277,41
CALZIFICIO ILARY SRL;VIA DON ZANETTI 12/14;VISANO;25010;BS;GIANNI SILVIA ERICA CRISTINA;amministrazione@ilarygroup.com;2025;367,19
CALZIFICIO ITALIANO SRL;Via Verdi, 68;PAINA DI GIUSSANO;20833;MB;ERMINIA GATTI;fatture@marcoliani.it;2023;332,5
CALZIFICIO LAURA DI BUSI FABIO;Via Dante 1;BOTTICINO SERA;25082;BS;SIG.BUSI SERGIO-FABIO;calzificiolaura@gmail.com;2023;498,15
CALZIFICIO LAURA DI BUSI FABIO;Via Dante 1;BOTTICINO SERA;25082;BS;SIG.BUSI SERGIO-FABIO;calzificiolaura@gmail.com;2024;300,31
CALZIFICIO LAURA DI BUSI FABIO;Via Dante 1;BOTTICINO SERA;25082;BS;SIG.BUSI SERGIO-FABIO;calzificiolaura@gmail.com;2025;355,42
CALZIFICIO LUISELLA S.R.L.;VIA DELLA REPUBBLICA, 50;STABBIA;50050;FI;SIG. MASSIMO PELLEGRINI;luisellacalze@libero.it;2011;96,36
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2017;5398,64
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2018;8546,09
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2019;8346,29
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2020;4094,99
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2021;8856,67
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2022;17288,92
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2023;13732,14
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2024;12391,31
CALZIFICIO M BRESCIANI SRL;VIA CAMPO ROMANO 34/36;SPIRANO ;24050;BG;MARIO BRESCIANI;sergio@bresciani.it;2025;7616,25
CALZIFICIO M&G S.R.L.;VIA MONTE CERVINO Z.I.;MELISSANO;73040;LE;;calzificiomegsrl@libero.it;2021;8640,18
CALZIFICIO M&G S.R.L.;VIA MONTE CERVINO Z.I.;MELISSANO;73040;LE;;calzificiomegsrl@libero.it;2022;1342,57
CALZIFICIO M&G S.R.L.;VIA MONTE CERVINO Z.I.;MELISSANO;73040;LE;;calzificiomegsrl@libero.it;2023;1906,92
CALZIFICIO M&G S.R.L.;VIA MONTE CERVINO Z.I.;MELISSANO;73040;LE;;calzificiomegsrl@libero.it;2024;5775,28
CALZIFICIO M&G S.R.L.;VIA MONTE CERVINO Z.I.;MELISSANO;73040;LE;;calzificiomegsrl@libero.it;2025;3527,71
CALZIFICIO PALATINO S.P.A.;VIA L.F. MARSIGLI, 5;ROMA;176;RM;;info@calzificiopalatino.it;2011;783,71
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2010;2026,34
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2017;976,32
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2020;119476,99
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2021;193201,56
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2022;345147,92
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2023;373924,99
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2024;437895,19
CALZIFICIO PEDACI ANTONIO;C.DA GHIANDA TORTA, s.n.;ACQUARICA DEL CAPO;73040;LE;Pedaci Antonio, Annalisa 3929976642;"antoniopedaci@pedaci.com; produzione@pedaci.com";2025;220350,35
CALZIFICIO PENELOPE DI VOLONGHI G.;VIA TOSCANINI 6;BORGOSATOLLO;25010;BS;SIG. GIUSEPPE;penelope@compagniadellecalze.com;2022;488,34
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2012;3103,14
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2013;8993,72
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2015;2845,71
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2016;5106,5
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2017;8026,05
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2018;13942,97
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2019;17526,19
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2020;18708,97
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2021;17838,32
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2022;423,99
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2023;6797,33
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2024;23617,81
CALZIFICIO PEZZINI SRL;VIA STATI UNITI 40;CASTEL GOFFREDO;46042;MN;CARMELO - DANIELE;"amministrazione@calzificiopezzini.it; elisa@calzificiopezzini.it;";2025;3862,49
CALZIFICIO PM SNC;VIA FOSCOLO, 58/B;GHEDI;25016;BS;Francesco Owusu - Elena Calvetti;commerciale@calzificiopm.it;2021;17076,79
CALZIFICIO PM SNC;VIA FOSCOLO, 58/B;GHEDI;25016;BS;Francesco Owusu - Elena Calvetti;commerciale@calzificiopm.it;2022;8374,34
CALZIFICIO PM SNC;VIA FOSCOLO, 58/B;GHEDI;25016;BS;Francesco Owusu - Elena Calvetti;commerciale@calzificiopm.it;2023;3993,43
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2015;78558,67
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2016;86200,44
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2017;87853,46
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2018;88482,46
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2019;68978,68
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2020;50910,3
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2021;39931,25
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2022;62942,08
CALZIFICIO PRISCO SRL;VIA INDUSTRIALE 15/17;LOGRATO ;25030;BS;ENRICA MORANDI 392/4900391 BagnoloM;"giovannamiglio@calzificioprisco.it;enricamorandi@calzificioprisco.it;";2023;42016,22
