nome_cliente_22;codice_articolo_22;articolo_colore_22;unità_di_misura_22;quantita_22;imponibile_22
NEW KOKO'S  SRL;PF008478QSK0IEX1125;78/68/2 QSKIN INT. FLEXI PA 66 - 38272 NERO 103;KG;40,6900005340576;809,73
NEW KOKO'S  SRL;PR00840006;;;0;19,54
NEW KOKO'S  SRL;PR00840019;;;0;43,82
STORI B. & C. SRL;;;KG;12,5700001716614;-204,72
STORI B. & C. SRL;;;;0;0
STORI B. & C. SRL;PF0102040/20XEX1009;40/2 ELAS RIT FLEXI PA 66 - PIOMBO N8;KG;21,5799999237061;425,12
STORI B. & C. SRL;PF0102040/20XEX1048;40/2 ELAS RIT FLEXI PA 66 - M4 MARRONE;KG;11,9800003170967;236,01
STORI B. & C. SRL;PF0102070/20XEX1045;70/2 ELAS RIT FLEXI PA 66 - 7CS ;KG;2,09999990463257;100
STORI B. & C. SRL;PF0102070/20XEX1046;70/2 ELAS RIT FLEXI PA 66 - P2 SILVER;KG;1,04999995231628;50
STORI B. & C. SRL;PF0102070/20XEX1047;70/2 ELAS RIT FLEXI PA 66 - S5 PETALO;KG;1,04999995231628;50
STORI B. & C. SRL;PF0102070/20XEX1048;70/2 ELAS RIT FLEXI PA 66 - M4 MARRONE;KG;26,4999998807907;450,5
STORI B. & C. SRL;PF0102100/20XEX1000;100/2 ELAS RIT FLEXI PA 66 - BIANCO X0;KG;11,25;215,44
STORI B. & C. SRL;PF0102100/20XEX1003;100/2 ELAS RIT FLEXI PA 66 - N9 NERO;KG;12,2200002670288;234,01
STORI B. & C. SRL;PF0102100/20XEX1028;100/2 ELAS RIT FLEXI PA 66 - P1 GRIGIO CHIARO;KG;10,3299999237061;197,82
STORI B. & C. SRL;PF0102443410I661000;44/34/1 ELAS INT. PA 66 - BIANCO X0;KG;76,5099987983704;1507,1
STORI B. & C. SRL;PF0102443410I661003;44/34/1 ELAS INT. PA 66 - N9 NERO;KG;70,6599996089935;1394,82
STORI B. & C. SRL;PF0102443410I661021;44/34/1 ELAS INT. PA 66 - ROSSO S0;KG;18,1199998855591;337,94
STORI B. & C. SRL;PF0102443410I661028;44/34/1 ELAS INT. PA 66 - P1 GRIGIO CHIARO;KG;31,1900005340576;654,99
STORI B. & C. SRL;PR01020019;;;0;36,24
CALZIFICIO TELEMACO SRL;;;NR;;520,9
CALZIFICIO TELEMACO SRL;;;;;
CALZIFICIO TELEMACO SRL;PF0110070/20XFL1002;70/2 ELAS RIT FLEXY PA 6 - 37059 SULPHUR SPRING;KG;41,6099996566772;424,42
CALZIFICIO TELEMACO SRL;PF0110070/20XFL1015;70/2 ELAS RIT FLEXY PA 6 - 37243 FATHOM J011;KG;39,8699998855591;424,62
CALZIFICIO TELEMACO SRL;PF0110070/20XFL1058;70/2 ELAS RIT FLEXY PA 6 - 37046 AURA SPECIAL;KG;39,5800001621246;410,35
CALZIFICIO TELEMACO SRL;PF0110070/30XFL1018;70/3 ELAS RIT FLEXY PA 6 - 38807 AURA SPECIAL;KG;147,2600004673;1546,25
CALZIFICIO TELEMACO SRL;PF0110070/30XFL1036;70/3 ELAS RIT FLEXY PA 6 - 37771 SULPHUR SPRING G029;KG;143,409998893738;1527,32
CALZIFICIO TELEMACO SRL;PF0110070/30XFL1050;70/3 ELAS RIT FLEXY PA 6 - NERO;KG;382,27999830246;3822,8
CALZIFICIO TELEMACO SRL;PF0110070/30XFL1055;70/3 ELAS RIT FLEXY PA 6 - 38106 ROYAL 6080;KG;43,039999961853;451,93
CALZIFICIO TELEMACO SRL;PF0110070/30XFL1057;70/3 ELAS RIT FLEXY PA 6 - 37492 NAVY 1010 B544;KG;89,9400005340576;944,37
CALZIFICIO TELEMACO SRL;PF0110070/30XFL1059;70/3 ELAS RIT FLEXY PA 6 - 36935 AZZURRO TURCHESE A106;KG;109,060000419617;1161,49
CALZIFICIO TELEMACO SRL;PF0110070/30XFL1060;70/3 ELAS RIT FLEXY PA 6 - 37783 VERDE BAIA V112;KG;25,9499998092651;276,37
CALZIFICIO TELEMACO SRL;PF01100786A0I661033;78/68/2 AMNI SOUL ECO INT. PA 66 - 30389 NERO;KG;24,3199996948242;583,68
CALZIFICIO TELEMACO SRL;PF01100786A0I661038;78/68/2 AMNI SOUL ECO INT. PA 66 - 39260 GRIGIO ARGENTO G067;KG;23,7399997711182;569,76
CALZIFICIO TELEMACO SRL;PF0110781SQ0IEX1065;78/68/1 EL S QSKIN INT. FLEXI PA 66 - E 18;KG;44,4899997711182;978,78
CALZIFICIO TELEMACO SRL;PF011078QSK0IEX1061;78/68/2 QSKIN INT. FLEXI PA 66 - 39031 ARANCIO FLUO A063;KG;32,6400003433228;649,53
CALZIFICIO TELEMACO SRL;PF011078QSK0IEX1062;78/68/2 QSKIN INT. FLEXI PA 66 - 40451 OTTANIO O013;KG;18,7200002670288;372,53
CALZIFICIO TELEMACO SRL;PF011078QSK0IEX1064;78/68/2 QSKIN INT. FLEXI PA 66 - 40450 VERDE MAR V300;KG;28,9400000572205;575,91
CALZIFICIO TELEMACO SRL;PF011078QSK0IEX1066;78/68/2 QSKIN INT. FLEXI PA 66 - E 75 ;KG;36,1700000762939;719,79
CALZIFICIO TELEMACO SRL;PF011078QSK0IEX1067;78/68/2 QSKIN INT. FLEXI PA 66 - E 69;KG;35,4799995422363;706,06
CALZIFICIO TELEMACO SRL;PF011078QSK0IEX1068;78/68/2 QSKIN INT. FLEXI PA 66 - E 77;KG;42,6100006103516;847,94
CALZIFICIO TELEMACO SRL;PF011078SQS0I661027;78/68/2 QSKIN INT. PA 66 - 38751 SULPHUR SPRING G029;KG;61,2200002670288;1218,29
CALZIFICIO TELEMACO SRL;PR01100006;;;0;16,32
CALZIFICIO TELEMACO SRL;PR01100019;;;0;202,1
CALZIFICIO PENELOPE DI VOLONGHI G.;;;;;
CALZIFICIO PENELOPE DI VOLONGHI G.;PF0111786820IM61000;78/68/2  INT. MICRO FLEXY PA 6 - ROSA A CAMPIONE;KG;22,8199996948242;442,7
CALZIFICIO PENELOPE DI VOLONGHI G.;PR01110019;;;0;45,64
VEROPIZ S.R.L.;;;KG;1258,97998428345;-10710,8
VEROPIZ S.R.L.;;;;0;0
VEROPIZ S.R.L.;PF0118040/20I661061;40/2 ELAS INT. PA 66 - GREGGIO;KG;454,460000038147;3181,22
VEROPIZ S.R.L.;PF0118040/20X661061;40/2 ELAS RIT PA 66 - GREGGIO;KG;165,999998092651;1726,41
VEROPIZ S.R.L.;PF0118070/10A661061;70/1 ELAS APE PA 66 - GREGGIO;KG;30,909999370575;234,91
VEROPIZ S.R.L.;PF0118070/10A661172;70/1 ELAS APE PA 66 - BEIGE 1;KG;3,14999997615814;42,44
VEROPIZ S.R.L.;PF0118070/203661174;70/2 ELAS RIT 300 S PA 66 - PANNA 1;KG;2,05999994277954;25,96
VEROPIZ S.R.L.;PF0118070/20IP61061;70/2 ELAS INT. PA 6 - GREGGIO;KG;749,679993152618;4648
VEROPIZ S.R.L.;PF0118070/20X661002;70/2 ELAS RIT PA 66 - BIANCO;KG;365,33000087738;3726,36
VEROPIZ S.R.L.;PF0118070/20X661003;70/2 ELAS RIT PA 66 - NERO;KG;5388,31998869777;53690,69
VEROPIZ S.R.L.;PF0118070/20X661024;70/2 ELAS RIT PA 66 - DEEP RED G378 /PR.1;KG;240,629999160767;2767,28
VEROPIZ S.R.L.;PF0118070/20X661031;70/2 ELAS RIT PA 66 - ANTRACITE SOLIDO;KG;856,8999979496;10400,96
VEROPIZ S.R.L.;PF0118070/20X661061;70/2 ELAS RIT PA 66 - GREGGIO;KG;4769,7199921608;40708,23
VEROPIZ S.R.L.;PF0118070/20X661097;70/2 ELAS RIT PA 66 - DEEP BLUE;KG;1549,04999947548;17659,6
VEROPIZ S.R.L.;PF0118070/20X661131;70/2 ELAS RIT PA 66 - BLUETTENERO;KG;354,960001468658;4188,8
VEROPIZ S.R.L.;PF0118070/20X661144;70/2 ELAS RIT PA 66 - GREEN ARMY;KG;226,490000724792;3238,82
VEROPIZ S.R.L.;PF0118070/20X661161;70/2 ELAS RIT PA 66 - GRIGIO AZZURRO;KG;144,220000505447;1471,04
VEROPIZ S.R.L.;PF0118070/20X661162;70/2 ELAS RIT PA 66 - WINTER GREEN;KG;507,800003051758;5816,99
VEROPIZ S.R.L.;PF0118070/20X661163;70/2 ELAS RIT PA 66 - OTTANIO;KG;1318,34000468254;15346,83
VEROPIZ S.R.L.;PF0118070/20X661164;70/2 ELAS RIT PA 66 - ORANGE PAPRIKA;KG;626,569999992847;7623,73
VEROPIZ S.R.L.;PF0118070/20X661165;70/2 ELAS RIT PA 66 - VERDE SCURO;KG;675,569999694824;8033,69
VEROPIZ S.R.L.;PF0118070/20X661166;70/2 ELAS RIT PA 66 - DEEP RED TONO NZ;KG;641,609999895096;7378,63
VEROPIZ S.R.L.;PF0118070/20X661167;70/2 ELAS RIT PA 66 - AZZURRO CONFETTO 14-4318 TPG;KG;1,52999997138977;30
VEROPIZ S.R.L.;PF0118070/20X661171;70/2 ELAS RIT PA 66 - DARK GREY SOLIDO NO SCURO/BLU;KG;6,93999993801117;86,13
VEROPIZ S.R.L.;PF0118070/20X661172;70/2 ELAS RIT PA 66 - BEIGE 1;KG;3,52999997138977;44,48
VEROPIZ S.R.L.;PF0118070/20X661173;70/2 ELAS RIT PA 66 - PANNA 2;KG;1,66999995708466;21,04
VEROPIZ S.R.L.;PF0118070/20XEX1177;70/2 ELAS RIT FLEXI PA 66 - AZZURRO POWER;KG;458;5954
VEROPIZ S.R.L.;PF0118070/20XFL1002;70/2 ELAS RIT FLEXY PA 6 - BIANCO;KG;3226,63999211788;38078,23
VEROPIZ S.R.L.;PF0118070/20XFL1192;70/2 ELAS RIT FLEXY PA 6 - GIALLO LIMONE;KG;95,0300002098083;1140,36
VEROPIZ S.R.L.;PF0118070/20XFL1195;70/2 ELAS RIT FLEXY PA 6 - GRIGIO PERLATO X NERO;KG;295,239998102188;3542,88
VEROPIZ S.R.L.;PF0118070/20XFL1196;70/2 ELAS RIT FLEXY PA 6 - GRIGIO PERLATO X CHIARO;KG;302,479998767376;3629,76
VEROPIZ S.R.L.;PF0118070/20XFL1198;70/2 ELAS RIT FLEXY PA 6 - ARANCIO PAPAYA;KG;360,739997982979;4328,88
VEROPIZ S.R.L.;PF0118070/20XFL1212;70/2 ELAS RIT FLEXY PA 6 - LIGHT BEIGE;KG;455,640003204346;5285,4
VEROPIZ S.R.L.;PF0118070/20XP61002;70/2 ELAS RIT PA 6 - BIANCO;KG;379,679997444153;4366,37
VEROPIZ S.R.L.;PF0118070/20XP61003;70/2 ELAS RIT PA 6 - NERO;KG;7785,62001109123;91507,54
VEROPIZ S.R.L.;PF0118070/20XP61024;70/2 ELAS RIT PA 6 - DEEP RED G378 /PR.1;KG;414,799999237061;4770,26
VEROPIZ S.R.L.;PF0118070/20XP61097;70/2 ELAS RIT PA 6 - DEEP BLUE;KG;3298,5800011754;37934,27
VEROPIZ S.R.L.;PF0118070/20XP61162;70/2 ELAS RIT PA 6 - WINTER GREEN;KG;404,000000953674;4646,08
VEROPIZ S.R.L.;PF0118070/20XP61163;70/2 ELAS RIT PA 6 - OTTANIO;KG;112,659999370575;1295,61
VEROPIZ S.R.L.;PF0118070/20XP61164;70/2 ELAS RIT PA 6 - ORANGE PAPRIKA;KG;407,240002036095;4593,53
VEROPIZ S.R.L.;PF0118070/20XP61165;70/2 ELAS RIT PA 6 - VERDE SCURO;KG;438,289999127388;5040,41
VEROPIZ S.R.L.;PF0118070/20XP61166;70/2 ELAS RIT PA 6 - DEEP RED TONO NZ;KG;632,450000762939;7273,28
VEROPIZ S.R.L.;PF0118070/20XP61173;70/2 ELAS RIT PA 6 - PANNA 2;KG;0,990000009536743;11,39
VEROPIZ S.R.L.;PF0118070/20XP61174;70/2 ELAS RIT PA 6 - PANNA 1;KG;0,910000026226044;10,47
VEROPIZ S.R.L.;PF0118070/20XP61175;70/2 ELAS RIT PA 6 - ARANCIO SCURO;KG;534,780005395412;6150,08
VEROPIZ S.R.L.;PF0118070/20XP61176;70/2 ELAS RIT PA 6 - BLU FORTE;KG;398,729997158051;4585,47
VEROPIZ S.R.L.;PF0118070/20XP61177;70/2 ELAS RIT PA 6 - AZZURRO POWER;KG;3,75;43,13
VEROPIZ S.R.L.;PF0118070/20XP61178;70/2 ELAS RIT PA 6 - RED BROWN;KG;480,5899990201;5526,89
VEROPIZ S.R.L.;PF0118070/20XP61179;70/2 ELAS RIT PA 6 - VERDE BRILLANTE X CHIARO;KG;322,920001745224;3713,61
VEROPIZ S.R.L.;PF0118070/20XP61180;70/2 ELAS RIT PA 6 - VERDE BRILLANTE X NERO;KG;330,39000159502;3799,57
VEROPIZ S.R.L.;PF0118070/20XP61181;70/2 ELAS RIT PA 6 - CLOUDBURST 17-1502 TPG;KG;0,879999995231628;10,12
VEROPIZ S.R.L.;PF0118070/20XP61182;70/2 ELAS RIT PA 6 - LODEN GREEN 18-0422 TPG;KG;1,75;20,13
VEROPIZ S.R.L.;PF0118070/20XP61183;70/2 ELAS RIT PA 6 - WINTER MOSS 18-0523 TPG;KG;0,419999986886978;4,83
VEROPIZ S.R.L.;PF0118070/20XP61184;70/2 ELAS RIT PA 6 - VERDE MENTA;KG;0,430000007152557;4,95
VEROPIZ S.R.L.;PF0118070/20XP61185;70/2 ELAS RIT PA 6 - NEW RED;KG;453,389998912811;5214,06
VEROPIZ S.R.L.;PF0118070/20XP61186;70/2 ELAS RIT PA 6 - ACID LIME FLUO;KG;366,719996809959;4217,35
VEROPIZ S.R.L.;PF0118070/20XP61187;70/2 ELAS RIT PA 6 - AZZURRO CARTA;KG;285,180000305176;3279,62
VEROPIZ S.R.L.;PF0118070/20XP61188;70/2 ELAS RIT PA 6 - SHALE GREEN 16-6116 TPG;KG;373,909998178482;4484,8
VEROPIZ S.R.L.;PF0118070/20XP61189;70/2 ELAS RIT PA 6 - DUCK GREEN 18-6011 TPG;KG;1,86000001430511;21,39
VEROPIZ S.R.L.;PF0118070/20XP61190;70/2 ELAS RIT PA 6 - VERDE MENTA (CORRETTO);KG;1,80999994277954;20,82
VEROPIZ S.R.L.;PF0118070/20XP61191;70/2 ELAS RIT PA 6 - AZZURRO CONFETTO;KG;308,500002741814;3685,24
VEROPIZ S.R.L.;PF0118070/20XP61192;70/2 ELAS RIT PA 6 - GIALLO LIMONE;KG;1,03999996185303;11,96
VEROPIZ S.R.L.;PF0118070/20XP61193;70/2 ELAS RIT PA 6 - NEUTRO;KG;293,220000863075;3518,21
VEROPIZ S.R.L.;PF0118070/20XP61194;70/2 ELAS RIT PA 6 - BLU RIVIERA;KG;893,100004196167;10676,91
VEROPIZ S.R.L.;PF0118070/20XP61197;70/2 ELAS RIT PA 6 - VERDE SOFT;KG;278,500001430511;3342
VEROPIZ S.R.L.;PF0118070/20XP61199;70/2 ELAS RIT PA 6 - BLU FONDALE;KG;389,450002014637;4640,62
VEROPIZ S.R.L.;PF0118070/20XP61200;70/2 ELAS RIT PA 6 - DARK GREY SOLIDO NON+GIALLO;KG;1726,16000592709;20713,92
VEROPIZ S.R.L.;PF0118070/20XP61201;70/2 ELAS RIT PA 6 - SKYWAY 14-4112 TPX;KG;1,0900000333786;13,08
VEROPIZ S.R.L.;PF0118070/20XP61202;70/2 ELAS RIT PA 6 - TURCHESE MARINO;KG;429,580003380775;5154,96
VEROPIZ S.R.L.;PF0118070/20XP61203;70/2 ELAS RIT PA 6 - MARRONE CORTECCIA;KG;394,609998106956;4735,32
VEROPIZ S.R.L.;PF0118070/20XP61204;70/2 ELAS RIT PA 6 - ROSSO NUOVO;KG;112,879999995232;1354,56
VEROPIZ S.R.L.;PF0118070/20XP61205;70/2 ELAS RIT PA 6 - IRISH GREEN 15-6340 TPG;KG;1,0900000333786;13,08
VEROPIZ S.R.L.;PF0118070/20XP61206;70/2 ELAS RIT PA 6 - AVIO;KG;102,759998738766;1192,88
VEROPIZ S.R.L.;PF0118070/20XP61207;70/2 ELAS RIT PA 6 - BLU COBALTO;KG;404,700000047684;4695,37
VEROPIZ S.R.L.;PF0118070/20XP61208;70/2 ELAS RIT PA 6 - VERDE FREDDO;KG;314,520002961159;3649,2
VEROPIZ S.R.L.;PF0118070/20XP61209;70/2 ELAS RIT PA 6 - BLU GALASSIA;KG;596,34000223875;6918,35
VEROPIZ S.R.L.;PF0118070/20XP61210;70/2 ELAS RIT PA 6 - VERDE CARGO;KG;836,390004038811;9703,96
VEROPIZ S.R.L.;PF0118070/20XP61211;70/2 ELAS RIT PA 6 - VERDE DRAGO;KG;435,680000960827;5054,26
VEROPIZ S.R.L.;PF0118070/20XP61212;70/2 ELAS RIT PA 6 - LIGHT BEIGE;KG;0,930000007152557;11,16
VEROPIZ S.R.L.;PF0118070/20XP61213;70/2 ELAS RIT PA 6 - GRIGIO PETROLIO;KG;586,770001530647;6929,41
VEROPIZ S.R.L.;PF0118070400I661039;SPLENDOR DTEX 78/2 NY66 INTERL - DARK GREY MEL;KG;1426,00999975204;19809,84
VEROPIZ S.R.L.;PF0118156/103661097;156/1  RIT 300 S PA 66 - DEEP BLUE;KG;11,2299995422363;213,37
VEROPIZ S.R.L.;PF0118156/103661170;156/1  RIT 300 S PA 66 - DARK GREY SOLIDO;KG;11,5500001907349;219,45
VEROPIZ S.R.L.;PF0118160360XL61002;160/36 LUCIDO RIT PARALL LUCIDO PA 6 - BIANCO;KG;182,989998817444;3659,8
VEROPIZ S.R.L.;PF0118402700INY1129;SPLENDOR DTEX 78/2 NY66 INTERL. - GRIGIO MEL TEZ;KG;1372,50999760628;22966,97
VEROPIZ S.R.L.;PF0118LU1400XP61002;140 LUCIDO RIT 200 S PA 6 - BIANCO;KG;4,88000011444092;97,6
VEROPIZ S.R.L.;PF0118LU1400XP61168;140 LUCIDO RIT 200 S PA 6 - SOFT LILLA 15-3716 TPG;KG;1,72000002861023;30,96
VEROPIZ S.R.L.;PF0118LU1400XP61169;140 LUCIDO RIT 200 S PA 6 - ROSE DUST;KG;1,98000001907349;35,64
VEROPIZ S.R.L.;PF0118V70/20V661003;70/2 VOLUMINIZZATO INTERL. PA 66 - NERO;KG;4,6399998664856;53,36
VEROPIZ S.R.L.;PR01180001;;;0;203,16
VEROPIZ S.R.L.;PR01180006;;;0;293,38
GENESI SRL;;;;;
GENESI SRL;PF0121100/20D661024;100/2 ELAS CUC 10000 PA 66 - COD. 1323;KG;19,7399997711182;475,6
GENESI SRL;PF0121100/20D661052;100/2 ELAS CUC 10000 PA 66 - COD. 1333;KG;20,7800003290176;493
GENESI SRL;PF0121100/20D661087;100/2 ELAS CUC 10000 PA 66 - COD. 320;KG;72,0400000810623;1684,9
GENESI SRL;PF0121100/20D661120;100/2 ELAS CUC 10000 PA 66 - COD. 331;KG;19,8200001716614;475,6
GENESI SRL;PF0121100/20D661128;100/2 ELAS CUC 10000 PA 66 - COD. 816;KG;20,6700005531311;438,6
GENESI SRL;PF0121100/20D661147;100/2 ELAS CUC 10000 PA 66 - FLUO CORAL;KG;20,9700001478195;510,4
GENESI SRL;PF0121100/20D661158;100/2 ELAS CUC 10000 PA 66 - PETROL;KG;20,9900000095367;498,4
GENESI SRL;PF0121100/20D661160;100/2 ELAS CUC 10000 PA 66 - COD. 919;KG;19,6100001335144;464,8
GENESI SRL;PF0121100/20D661161;100/2 ELAS CUC 10000 PA 66 - WILD GINGER;KG;19,5100004673004;476
GENESI SRL;PF0121100/20D661162;100/2 ELAS CUC 10000 PA 66 - DARK DENIM;KG;22,6499996185303;539,4
GENESI SRL;PR01210006;;;0;16,78
(NON USARE) - MEGADYNE SPA ;;;;;
(NON USARE) - MEGADYNE SPA ;PF0126060/20XEX1000;60/2 ELAS RIT FLEXI PA 66 - ARANCIO;KG;457,269997119904;6630,5
(NON USARE) - MEGADYNE SPA ;PF0126100/10A661001;100/1 ELAS APE PA 66 - GREGGIO - S;KG;574,700000762939;4942,44
(NON USARE) - MEGADYNE SPA ;PF0126100/10A661002;100/1 ELAS APE PA 66 - GREGGIO - Z;KG;576,020000457764;4953,81
POMPEA SPA;;;;;
POMPEA SPA;PF0128100/20D661007;100/2 ELAS CUC 10000 PA 66 - COD. 320 MINERAL;KG;19,8099999427795;362,53
POMPEA SPA;PF0128100/20D661028;100/2 ELAS CUC 10000 PA 66 - COD. 1332 BLU;KG;200,390000581741;3599,26
POMPEA SPA;PF0128100/20D661035;100/2 ELAS CUC 10000 PA 66 - COD. 61 AZZURRO;KG;40,9199995398521;740,67
POMPEA SPA;PF0128100/20D661049;100/2 ELAS CUC 10000 PA 66 - COD. 977 LILLA;KG;12,2799997329712;205,07
POMPEA SPA;PF0128100/20D661063;100/2 ELAS CUC 10000 PA 66 - COD. 842;KG;1,00999999046326;50
POMPEA SPA;PF0128100/20D661078;100/2 ELAS CUC 10000 PA 66 - COD. 737 NATURALE;KG;20,9999998807907;384,29
POMPEA SPA;PF0128100/20D661092;100/2 ELAS CUC 10000 PA 66 - COD. 73;KG;49,980000436306;959,62
POMPEA SPA;PF0128100/20D661125;100/2 ELAS CUC 10000 PA 66 - COD. 872;KG;20,3100000619888;339,19
POMPEA SPA;PF0128100/20D661153;100/2 ELAS CUC 10000 PA 66 - GENZIANA 21;KG;19,610000371933;376,51
POMPEA SPA;PF0128100/20D661154;100/2 ELAS CUC 10000 PA 66 - 331 SKIN 21;KG;297,410000085831;5194,23
POMPEA SPA;PF0128100/20D661156;100/2 ELAS CUC 10000 PA 66 - MALVA;KG;98,8800002932549;1772,36
POMPEA SPA;PF0128100/20D661158;100/2 ELAS CUC 10000 PA 66 - COD. 832 LILLA;KG;19,0900000333786;318,81
POMPEA SPA;PF0128100/20D661159;100/2 ELAS CUC 10000 PA 66 - VERDE SALVIA COD. 989;KG;0,990000009536743;50
I.R.T.E. SRL;;;NR;2;2156,47
I.R.T.E. SRL;;;KG;875,390007019043;-10450,24
I.R.T.E. SRL;;;;0;0
I.R.T.E. SRL;PF0129040/10A661140;40/1 ELAS APE PA 66 - GREGGIO;KG;273,340001106262;2460,06
I.R.T.E. SRL;PF0129040/10AP61296;40/1 ELAS APE PA 6 - NERO;KG;152,719999313354;2290,8
I.R.T.E. SRL;PF0129040/10XP61140;40/1 ELAS RIT 110 PA 6 - GREGGIO;KG;36,0500001907349;360,5
I.R.T.E. SRL;PF0129070/10A661276;70/1 ELAS APE PA 66 - BEIGE MB399;KG;94,5600004196167;1297,74
I.R.T.E. SRL;PF0129070/10A661313;70/1 ELAS APE PA 66 - MANDORLA 0253;KG;58,4000000953674;791,31
I.R.T.E. SRL;PF0129070/10AFL1323;70/1 ELAS APE FLEXY PA 6 - NOVELLE PEACH 12-1005 TPX;KG;1;30
I.R.T.E. SRL;PF0129070/20IYG1064;70/2 ELAS INT YESS GREEN GRS 100 PA 6 - NERO 0006;KG;54,2399997711182;840,73
I.R.T.E. SRL;PF0129070/20IYG1281;70/2 ELAS INT YESS GREEN GRS 100 PA 6 - BLU 956;KG;512,280001401901;8541,23
I.R.T.E. SRL;PF0129070/20IYG1289;70/2 ELAS INT YESS GREEN GRS 100 PA 6 - ROSSO RB351;KG;52,3100004196167;810,82
I.R.T.E. SRL;PF0129070/20IYG1290;70/2 ELAS INT YESS GREEN GRS 100 PA 6 - SNOW WHITE 11-0602 TPX;KG;52,3699989318848;811,74
I.R.T.E. SRL;PF0129070/20X661235;70/2 ELAS RIT PA 66 - NERO 951/2020;KG;1249,10999858379;13908,25
I.R.T.E. SRL;PF0129070/20X661291;70/2 ELAS RIT PA 66 - BEIGE CH. 128;KG;36,3300004005432;376,02
I.R.T.E. SRL;PF0129070/20XFL1177;70/2 ELAS RIT FLEXY PA 6 - BIANCO;KG;1305,01999783516;15338,72
I.R.T.E. SRL;PF0129070/20XFL1249;70/2 ELAS RIT FLEXY PA 6 - NERO 641 TEZ;KG;467,410003304482;5626,92
I.R.T.E. SRL;PF0129070/20XFL1317;70/2 ELAS RIT FLEXY PA 6 - GIALLO LIMONE;KG;672,269998311996;8077,11
I.R.T.E. SRL;PF0129070/20XFL1318;70/2 ELAS RIT FLEXY PA 6 - VERDE SOFT;KG;522,329994440079;6277,84
I.R.T.E. SRL;PF0129070/20XFL1321;70/2 ELAS RIT FLEXY PA 6 - BIANCO GESSO 11-4800 TPX;KG;2;60
I.R.T.E. SRL;PF0129070/20XFL1322;70/2 ELAS RIT FLEXY PA 6 - BLU 257;KG;139,619998931885;1675,44
I.R.T.E. SRL;PF0129070/20XFL1324;70/2 ELAS RIT FLEXY PA 6 - G. 031 SOLIDO;KG;471,460000231862;5505,74
I.R.T.E. SRL;PF0129070/20XP61019;70/2 ELAS RIT PA 6 - BLU 8100;KG;325,52999997139;3688,19
I.R.T.E. SRL;PF0129070/20XP61064;70/2 ELAS RIT PA 6 - NERO 0006;KG;277,429999113083;3150,12
I.R.T.E. SRL;PF0129070/20XP61133;70/2 ELAS RIT PA 6 - WHITE 0001;KG;92,1499996185303;1013,65
I.R.T.E. SRL;PF0129070/20XP61194;70/2 ELAS RIT PA 6 - SILVER 1021;KG;202,439998626709;2429,28
I.R.T.E. SRL;PF0129070/20XP61235;70/2 ELAS RIT PA 6 - NERO 951/2020;KG;89,75;1032,14
I.R.T.E. SRL;PF0129070/20XP61243;70/2 ELAS RIT PA 6 - DEEP BLUE;KG;2510,46000099182;29909,39
I.R.T.E. SRL;PF0129070/20XP61249;70/2 ELAS RIT PA 6 - NERO 641 TEZ;KG;290,650003671646;3371,53
I.R.T.E. SRL;PF0129070/20XP61297;70/2 ELAS RIT PA 6 - ORANGE PAPRIKA;KG;1;30
I.R.T.E. SRL;PF0129070/20XP61314;70/2 ELAS RIT PA 6 - BLU FORTE;KG;1;30
I.R.T.E. SRL;PF0129070/20XP61315;70/2 ELAS RIT PA 6 - ORANGE POWER FLUO;KG;1;30
I.R.T.E. SRL;PF0129070/20XP61316;70/2 ELAS RIT PA 6 - SKYDIVER 19-4151 TPX;KG;1;30
I.R.T.E. SRL;PF0129070/20XP61317;70/2 ELAS RIT PA 6 - GIALLO LIMONE;KG;1;30
I.R.T.E. SRL;PF0129070/20XP61318;70/2 ELAS RIT PA 6 - VERDE SOFT;KG;1;30
I.R.T.E. SRL;PF0129070/20XP61324;70/2 ELAS RIT PA 6 - G. 031 SOLIDO;KG;133,200001239777;1545,11
I.R.T.E. SRL;PF0129070/20XP61326;70/2 ELAS RIT PA 6 - DARK BEIGE 1122;KG;21,1800003647804;254,16
I.R.T.E. SRL;PF0129070/20XP61327;70/2 ELAS RIT PA 6 - VERDE SCURO;KG;1;30
I.R.T.E. SRL;PF0129070/20XP61328;70/2 ELAS RIT PA 6 - CAYENNE 18-1651 TCX;KG;15,9399995803833;184,9
I.R.T.E. SRL;PF0129070/20XP61329;70/2 ELAS RIT PA 6 - PASTEL LAVENDER 14-3209 TCX;KG;1;30
I.R.T.E. SRL;PF0129156/10!EX1325;156/1  RIT 110 S FLEXI PA 66 - NERO LUCIDO;KG;0,140000000596046;30
I.R.T.E. SRL;PF0129160360XL61320;160/36 LUCIDO RIT PARALL LUCIDO PA 6 - NERO 006 PIU CHIARO;KG;1;30
I.R.T.E. SRL;PF0129167360APF1235;167/36 SO APE PES - NERO 951/2020;KG;150,200000762939;1351,8
I.R.T.E. SRL;PF0129167360APF1312;167/36 SO APE PES - BLU SAPPHIRE 4020 QQ879;KG;214,090000152588;1734,14
I.R.T.E. SRL;PF0129235480MP61296;235/48 PAR LUC RIT 200 GIRI PA 6 - NERO;KG;1;30
I.R.T.E. SRL;PF0129402700INY1294;78/2 MELANGE INTERL - GRIGIO MEL. 431;KG;58,4799995422363;847,97
I.R.T.E. SRL;PF0129402700INY1319;78/2 MELANGE INTERL - MELANGE 2022;KG;1;30
